Marca.temporal;genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa
2020-10-01T11:52:32Z;Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Tucumán;Relación de Dependencia;"Servicios públicos (agua;gas; electricidad)";143;Nacional;2;Responsable;Full time;Administración de personal;1;3;3;5;54000;No tengo beneficios adicionales;No recibo bono;1 solo;25;Diciembre;No;Tango;Recursos Humanos;Si, está permitido;No;0;600;3;Sí, activamente;Bonificación anual por eficiencia, gimnasio;Imprescindible;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3
2020-10-01T11:53:31Z;Femenino;No;29;No tengo ninguna discapacidad;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;"Servicios financieros; seguros";250;Nacional;3;Responsable;Full time;Generalista;2;2;2;8;62000;No tengo beneficios adicionales, Préstamos;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Enlatado propio;Recursos Humanos;No, está prohibido;No;0;17000;2;Sí, activamente;Más vacaciones, horarios flexibles, medicina prepaga;Empatía;Si iba al dentista regularmente;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2
2020-10-01T11:54:33Z;Masculino;No;36;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;San Juan;Relación de Dependencia;"Agricultura; plantaciones,otros sectores rurales";150;Nacional;2;Analista;Full time;Administración de personal;0;4;4;9;110000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Préstamos, Combustible, Comedor / Almuerzos;Menos de un sueldo;1 solo;10;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;50;4;Sí, activamente;Homeoffice;Humano;Que me das vos q el otro postulante no?;NA;NA;NA
2020-10-01T11:56:33Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Industrias químicas;10;Multinacional;1;HRBP;Tercerizado / Outsourced;Al ser HRBP un poco de todo payroll, capacitacion, comunicacion interna,;0;1;1;5;60565;Frutas y snacks, Me ofrecieron medicina prepaga pero me quede en mi obra social, con lo cual bo obtuve el beneficio. Hoy por la pandemia estamos de Home office y nos pagan una parte de internet (es por la cuarentena);No recibo bono;1 solo;17;Abril;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;1;NA;3;No,  pero escucho ofertas;Home offices, bono por desempeño, medicina prepaga, 1 semana mas de vacaciones;Empatia;N/A;Si;Computadora / Laptop, Abono de internet pero no el 100%;4
2020-10-01T11:56:43Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Tucumán;Relación de Dependencia;Comercio;46;Nacional;1;Responsable;Full time;Generalista;0;3;3;8;50000;No tengo beneficios adicionales;No recibo bono;1 solo;10;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;2823;3;No,  pero escucho ofertas;Prepaga;servicio;Sobre mi religión;No;No estoy trabajando en home office;3
2020-10-01T12:01:41Z;Masculino;Si;40;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;"Petróleo y producción de gas; refinación de petróleo";200;Nacional;7;Responsable;Full time;Relaciones laborales;2;2;5;14;140000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;NA;No;Tango;Recursos Humanos;Si, está permitido;No;NA;2000;3;No,  pero escucho ofertas;Planes de formación;Humanos;Porque no tenes hijos a tu edad? Sufrís alguna enfermedad?;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;1
2020-10-01T12:04:38Z;Femenino;No;41;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";1000;Nacional;8;Analista;Full time;Generalista;0;0;0;15;49000;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;Febrero;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;421;3;Sí, activamente;Obra social;Empatia;No recuerdo;Si;No me enviaron ni reintegraron nada;2
2020-10-01T12:06:24Z;Femenino;No;34;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Tucumán;Relación de Dependencia;Servicios de consultoría;3000;Nacional;3;Responsable;Full time;Generalista;50;5;5;8;45000;Medicina prepaga / Plan de salud, Horarios flexibles, Combustible, Home office;No recibo bono;1 solo;20;Mayo;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T12:12:26Z;Femenino;No;29;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;800;Nacional;3;Jefe;Full time;Generalista;2;9;1;9;106024;Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;117;Mayo;No;Isis Payroll;Recursos Humanos;Si, está permitido;No;0;125;4;No,  pero escucho ofertas;Día flex;Escucha;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3
2020-10-01T12:15:07Z;Femenino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;75;Nacional;2;Analista;Full time;Administración de personal;3;5;3;10;71500;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Bono Anual dependiendo de los resultados del año;Menos de un sueldo;1 solo;14;Julio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.3;3052;3;No,  pero escucho ofertas;Capacitación en Idiomas, tarjeta de  Descuentos, Gimnasio;Servicio;No me acuerdo, pero si me trataron de levantar en una entrevista y yo era la entrevistadora;Si;No me enviaron ni reintegraron nada;3
2020-10-01T12:19:22Z;Femenino;No;26;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;183;Nacional;2;Analista;Full time;Administración de personal;0;1.5;1.5;2;48200;Medicina prepaga / Plan de salud;No recibo bono;1 solo;5;NA;No;Tango;Oficina de Personal;Si, está permitido;No;0;1872;3;Sí, activamente;Idiomas, descuentos para algunas actividades, almuerzo pago, si estuviera lejos transporte, ajustes por inflación/ bonos, capacitaciones;Estrategia;No recuerdo;Si;No me enviaron ni reintegraron nada;2
2020-10-01T12:20:16Z;Femenino;No;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;"Alimentación; bebidas; tabaco";1700;Multinacional;25;Jefe;Full time;Administración de personal;3;12;4;18;107000;Medicina prepaga / Plan de salud, Gimnasio, Abono de celular, Comedor / Almuerzos;Un sueldo;1 solo;10;Julio;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T12:22:41Z;Femenino;No;23;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Servicios de salud;500;Nacional;4;Responsable;Full time;Compensaciones y beneficios;2;2;0;2;62000;Medicina prepaga / Plan de salud, Préstamos, Reintegros en capacitación, Home office;No recibo bono;1 solo;15;Septiembre;No;Tango;Desarrollo Humano;Si, está permitido;No;0;381;5;No estoy buscando cambiar;NA;Acción;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4
2020-10-01T12:24:53Z;Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;Administración y sistemas;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Producción de metales básicos;5350;Multinacional;160;Analista;Full time;People Analytics;0;3;1;3;218000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Préstamos, Posgrados, Home office, Comedor / Almuerzos, Charter / Servicio de transporte;Un sueldo;1 solo;10;Agosto;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.1;200;4;No estoy buscando cambiar;Más descuentos en negocios locales. Vivo en el interior de bsas y la mayoría de los descuentos estan en capital.;NA;Donde te ves en 5 años? Estas preguntas son ridiculas y mas en el contexto actual del pais. Uno se ve obligado a mentir para que lo contraten.;Si;No me enviaron ni reintegraron nada;2
2020-10-01T12:25:11Z;Masculino;No;34;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;San Juan;Relación de Dependencia;Construcción;350;Nacional;4;Responsable;Full time;Payroll / Liquidación de sueldos;0;12;10;12;73000;Medicina prepaga / Plan de salud;Un sueldo;1 solo;10;Febrero;Si, en emprendimiento relacionado con RRHH;CERES;Recursos Humanos;Si, está permitido;No;NA;300;3;No estoy buscando cambiar;Movilidad;Utilidad;Ninguna;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;2
2020-10-01T12:25:23Z;Femenino;No;43;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;85;Nacional;2;Responsable;Full time;Generalista;1;1;2;10;75000;No tengo beneficios adicionales, Horarios flexibles, Home office;No recibo bono;No tuve ajustes;10;Agosto;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;13500;3;Sí, activamente;Alguno!;NEXO;Nc;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3
2020-10-01T12:26:14Z;Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Servicios de salud;556;Nacional;3;Gerente;Full time;Diseño organizacional;2;3;2;4;80000;Tarjeta de descuento, Licencias extendidas, Frutas y snacks, Préstamos, Posgrados, Reintegros en capacitación, Home office, Comedor / Almuerzos;No recibo bono;1 solo;10;Septiembre;Si, en emprendimiento no relacionado con RRHH;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-10-01T12:26:53Z;Femenino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;900;Nacional;7;HRBP;Full time;Generalista;0;1;1;4;56600;Vacaciones extendidas, Licencias extendidas, Abono de internet, Reintegros en capacitación;No recibo bono;1 solo;20;Marzo;No;SAP / SuccessFactors;Desarrollo Humano;Si, está permitido;No;0;400;4;No estoy buscando cambiar;NA;NA;NA;Si;Computadora / Laptop, Silla ergonómica, Abono de internet;5
2020-10-01T12:29:03Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;80;Multinacional;5;Analista;Full time;Reclutamiento y selección;0;0;2;3;56000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Idiomas, Home office;No recibo bono;1 solo;9.5;Julio;No;Enlatado propio;Talento Humano;Si, está permitido;Si;0.2;5200;2;No,  pero escucho ofertas;Mayor flexibilidad, día libre de cumpleaños, libres las fiestas (navidad y año nuevo), home office 100% a elección, gimnasio, almuerzo pago, transporte en caso de ir a la oficina, capacitaciones y certificaciones, asistencia a congresos;Talento;Qué animal, planta u objeto serías y porque, y cuáles no.;Si;Computadora / Laptop;1
2020-10-01T12:33:41Z;Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;45;Nacional;1;Responsable;Full time;Administración de personal;1;5;5;5;69500;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;12.69;Septiembre;No;Tango;Recursos Humanos;Si, está permitido;No;0;421;2;Sí, activamente;NA;NA;NA;No;No estoy trabajando en home office;4
2020-10-01T12:36:43Z;Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;3000;Nacional;20;Analista;Plazo Fijo;Administración de personal;0;4;4;5;60000;Horarios flexibles;No recibo bono;1 solo;10;Marzo;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;10;4;No,  pero escucho ofertas;Comedor y vacaciones extendidas;Necesario;No recuerdo.;NA;NA;NA
2020-10-01T12:37:38Z;Femenino;No;43;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;"Alimentación; bebidas; tabaco";450;Nacional;4;Gerente;Full time;Generalista;10;2;2;15;225000;Medicina prepaga / Plan de salud, Licencias extendidas, Charter / Servicio de transporte;No recibo bono;1 solo;25;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;25000;3;No,  pero escucho ofertas;Home office, flexibilidaf horaria,;Talentos;No tengo recuerdo;No;No estoy trabajando en home office;4
2020-10-01T12:43:19Z;Masculino;No;49;No tengo ninguna discapacidad;Secundario completo;Abogacía;Universidad Privada;Argentina;San Juan;Relación de Dependencia;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";215;Nacional;1;Responsable;Full time;Generalista;0;4;4;10;84000;Abono de celular, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0.1;20;5;No,  pero escucho ofertas;Bono anual;Mediador;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;4
2020-10-01T12:53:04Z;Femenino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;200;Nacional;5;Analista;Full time;Reclutamiento y selección;0;1;1;5;29000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Frutas y snacks;No recibo bono;1 solo;14;Junio;No;SUGAR CRM;Capital Humano;Si, está permitido;No;0.4;1500;4;No,  pero escucho ofertas;Home Office;CORAZON de la empresa;NA;Si;Computadora / Laptop;3
2020-10-01T12:53:28Z;Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;86;Nacional;1;Responsable;Full time;Generalista;80;5;5;12;38500;Horarios flexibles, Vacaciones extendidas, Abono de celular, Préstamos, Combustible, Reintegros en capacitación;Menos de un sueldo;No tuve ajustes;0;Enero;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;30;3;Sí, activamente;Estabilidad;Pasión;Te gustan los gatos?;No;Computadora / Laptop;4
2020-10-01T12:53:38Z;Masculino;No;29;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;25000;Nacional;50;Jefe;Full time;People Analytics;2;5;1;6;92000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Reintegros en capacitación, Home office;No recibo bono;1 solo;7;Octubre;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.1;370;4;No,  pero escucho ofertas;Mas capacitación;Empatía;Religión;Si;Computadora / Laptop;3
2020-10-01T12:54:04Z;Masculino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Minería (carbón, otra minería);186;Nacional;2;Administrativo;Full time;Administración de personal;0;0;0;2;43954.43;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Tango;Recursos Humanos;No, está prohibido;No;0;279;3;No,  pero escucho ofertas;Capacitaciones, Flexibilidad horaria, Bonos;Estratégico;NA;No;No estoy trabajando en home office, No me enviaron ni reintegraron nada;4
2020-10-01T13:02:11Z;Femenino;No;35;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Pública;Argentina;Tucumán;Relación de Dependencia;"Agricultura; plantaciones,otros sectores rurales";1600;Nacional;11;Responsable;Full time;Reclutamiento y selección;2;2;2;9;103000;Medicina prepaga / Plan de salud, Abono de celular, Préstamos, Reintegros en capacitación, Comedor / Almuerzos;Un sueldo;2 ajustes;55;Agosto;Si, en emprendimiento no relacionado con RRHH;BUENOS AIRES SOFTWARE;Gestión de Personas;Si, está permitido;No;0;4500;4;Sí, activamente;Tener la experiencia de trabajar en una multinacional;Gestión;Ninguna bizarra;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4
2020-10-01T13:02:55Z;Femenino;No;28;No tengo ninguna discapacidad;Maestría en curso;Psicología;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de Información, Sistemas, y afines;300;Nacional;6;Analista;Full time;Capacitación y desarrollo;0;0;0;10;29400;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Idiomas, Comedor / Almuerzos;Menos de un sueldo;1 solo;46;Agosto;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0.1;6100;3;Sí, activamente;servicios de streaming, formaciones, planes de salud completo, posibilidad de gestión para clientes del exterior;Empatía;No recuerdo;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3
